"";"Kingdom";"Phylum";"Class";"Order";"Lineage";"Clade";"Tribe"
"Otu00202";"Bacteria";"Actinobacteria";"Actinobacteria";"Acidimicrobiales";"acV";"acV-A";"acV-A1"
"Otu00203";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"alfI";"alfI-B";"alfI-B2"
"Otu00204";"Bacteria";"Verrucomicrobia";"Opitutae";"Opitutales";"Opitutaceae";"Opitutaceae_unclassified";"Opitutaceae_unclassified"
"Otu00205";"Bacteria";"Acidobacteria";"Acidobacteria";"Subgroup_3";"Unknown_Family";"";""
"Otu00206";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI_unclassified";"betI_unclassified"
"Otu00207";"Bacteria";"Bacteroidetes";"Sphingobacteria";"Sphingobacteriales";"bacVI";"bacVI-B";"Pedo"
"Otu00208";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Myxococcales";"Myxococcales_unclassified";"";""
"Otu00209";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"alfI";"alfI_unclassified";"alfI_unclassified"
"Otu00210";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Myxococcales";"Myxococcales_unclassified";"";""
"Otu00211";"Bacteria";"Acidobacteria";"Acidobacteria";"Subgroup_3";"Unknown_Family";"Bryobacter";""
"Otu00212";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu00213";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Oligoflexales";"Oligoflexales_unclassified";"";""
"Otu00214";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"betI-A_unclassified"
"Otu00215";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu00216";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu00217";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Methylococcales";"Methylococcaceae";"Methylococcaceae_unclassified";"Methylococcaceae_unclassified"
"Otu00218";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI_unclassified";""
"Otu00219";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu00220";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Methylococcales";"Methylococcaceae";"Methylococcaceae_unclassified";"Methylococcaceae_unclassified"
"Otu00221";"Bacteria";"Planctomycetes";"Planctomycetacia";"Planctomycetales";"Planctomycetaceae";"";""
"Otu00222";"Bacteria";"Bacteroidetes";"Sphingobacteria";"Sphingobacteriales";"bacVI";"bacVI_unclassified";"bacVI_unclassified"
"Otu00223";"Bacteria";"Planctomycetes";"Planctomycetes_unclassified";"Planctomycetes_unclassified";"Planctomycetes_unclassified";"";""
"Otu00224";"Bacteria";"Bacteroidetes";"Sphingobacteria";"Sphingobacteriales";"bacI";"bacI-A";"bacI-A2"
"Otu00225";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Hyphomicrobiaceae";"Pedomicrobium";""
"Otu00226";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Gammaproteobacteria_unclassified";"Gammaproteobacteria_unclassified";"";""
"Otu00227";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Myxococcales";"Myxococcales_unclassified";"";""
"Otu00228";"Bacteria";"Cyanobacteria";"Cyanobacteria";"Cyanobacteria_unclassified";"Cyanobacteria_unclassified";"";""
"Otu00229";"Bacteria";"Acidobacteria";"Holophagae";"Holophagales";"Holophagaceae";"Holophaga";""
"Otu00230";"Bacteria";"Verrucomicrobia";"OPB35_soil_group";"OPB35_soil_group_unclassified";"OPB35_soil_group_unclassified";"";""
"Otu00231";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu00232";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiales_unclassified";"Rhizobiales_unclassified";""
"Otu00233";"Bacteria";"WCHB1-60";"WCHB1-60_unclassified";"WCHB1-60_unclassified";"WCHB1-60_unclassified";"";""
"Otu00234";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betVII";"betVII-B";"betVII-B1"
"Otu00235";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
"Otu00236";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Myxococcales";"Cystobacteraceae";"";""
"Otu00237";"Bacteria";"Acidobacteria";"Acidobacteria";"Subgroup_3";"Unknown_Family";"Bryobacter";""
"Otu00238";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Oligoflexales";"Oligoflexales_unclassified";"";""
"Otu00239";"Bacteria";"Candidate_division_OP3";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"";""
"Otu00240";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu00241";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Alphaproteobacteria_unclassified";"Alphaproteobacteria_unclassified";"";""
"Otu00242";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu00243";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu00244";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu00245";"Bacteria";"Acidobacteria";"Acidobacteria";"Subgroup_2";"Subgroup_2_unclassified";"";""
"Otu00246";"Bacteria";"Candidate_division_OP3";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"";""
"Otu00247";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu00248";"Bacteria";"Proteobacteria";"Epsilonproteobacteria";"Campylobacterales";"Helicobacteraceae";"Sulfuricurvum";""
"Otu00249";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Myxococcales";"Myxococcales_unclassified";"";""
"Otu00250";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betII";"Pnec:PnecA";"Pnec:PnecA_unclassified"
"Otu00251";"Bacteria";"Acidobacteria";"Holophagae";"Holophagales";"Holophagaceae";"Holophaga";""
"Otu00252";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomondales";"gamIII";"gamIII-A";"Acin"
"Otu00253";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomondales";"gamIV";"gamIV-A";"Pseudo-A1"
"Otu00254";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"Rickettsiales_Incertae_Sedis";"Candidatus_Odyssella";""
"Otu00255";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu00256";"Bacteria";"Chloroflexi";"Ktedonobacteria";"Ktedonobacteria_unclassified";"Ktedonobacteria_unclassified";"";""
"Otu00257";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu00258";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI_unclassified";""
"Otu00259";"Bacteria";"Candidate_division_OP3";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"";""
"Otu00260";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";""
"Otu00261";"Bacteria";"Actinobacteria";"Actinobacteria";"Actinomycetales";"acTH2";"Myco";"Myco_unclassified"
"Otu00262";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"alfI";"alfI_unclassified";"alfI_unclassified"
"Otu00263";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu00264";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Deltaproteobacteria_unclassified";"Deltaproteobacteria_unclassified";"";""
"Otu00265";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Myxococcales";"Myxococcales_unclassified";"";""
"Otu00266";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"betI-A_unclassified"
"Otu00267";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomondales";"gamIII";"gamIII-A";"Acin"
"Otu00268";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Myxococcales";"Polyangiaceae";"Sorangium";""
"Otu00269";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betII";"Pnec:PnecA";"Pnec:PnecA_unclassified"
"Otu00270";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI_unclassified";"betI_unclassified"
"Otu00271";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Myxococcales";"mle1-27";"";""
"Otu00272";"Bacteria";"Acidobacteria";"Acidobacteria";"Subgroup_4";"Subgroup_4_unclassified";"";""
"Otu00273";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu00274";"Bacteria";"Actinobacteria";"Actinobacteria";"Actinomycetales";"acTH2";"Myco";"Myco_unclassified"
"Otu00275";"Bacteria";"Saccharibacteria";"Saccharibacteria_unclassified";"Saccharibacteria_unclassified";"Saccharibacteria_unclassified";"";""
"Otu00276";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu00277";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Myxococcales";"Polyangiaceae";"";""
"Otu00278";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Myxococcales";"P3OB-42";"";""
"Otu00279";"Bacteria";"Chlamydiae";"Chlamydiae";"Chlamydiales";"Parachlamydiaceae";"Candidatus_Protochlamydia";""
"Otu00280";"Bacteria";"Actinobacteria";"Actinobacteria";"Acidimicrobiales";"acIV";"acIV-D";"Iamia"
"Otu00281";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Myxococcales";"Polyangiaceae";"Sorangium";""
"Otu00282";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu00283";"Bacteria";"WD272";"WD272_unclassified";"WD272_unclassified";"WD272_unclassified";"";""
"Otu00284";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu00285";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu00286";"Bacteria";"Chlamydiae";"Chlamydiae";"Chlamydiales";"Parachlamydiaceae";"Candidatus_Protochlamydia";""
"Otu00287";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu00288";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Oligoflexales";"Oligoflexales_unclassified";"";""
"Otu00289";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu00290";"Bacteria";"Parcubacteria";"Parcubacteria_unclassified";"Parcubacteria_unclassified";"Parcubacteria_unclassified";"";""
"Otu00291";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_unclassified";"";""
"Otu00292";"Bacteria";"Proteobacteria";"Betaproteobacteria";"o_Burkholderiales";"o_Burkholderiales_unclassified";"o_Burkholderiales_unclassified";"o_Burkholderiales_unclassified"
"Otu00293";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"DA111";"";""
"Otu00294";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_unclassified";"";""
"Otu00295";"Bacteria";"Acidobacteria";"Acidobacteria";"Subgroup_4";"RB41";"";""
"Otu00296";"Bacteria";"Gemmatimonadetes";"Gemmatimonadetes";"Gemmatimonadales";"Gemmatimonadaceae";"";""
"Otu00297";"Bacteria";"Acidobacteria";"Acidobacteria";"Subgroup_3";"Unknown_Family";"";""
"Otu00298";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Lactobacillus";""
"Otu00299";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu00300";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu00301";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"betI-A_unclassified"
"Otu00302";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"alfI";"alfI_unclassified";"alfI_unclassified"
"Otu00303";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu00304";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Alphaproteobacteria_unclassified";"Alphaproteobacteria_unclassified";"";""
"Otu00305";"Bacteria";"Verrucomicrobia";"Opitutae";"Opitutales";"Opitutaceae";"Opitutaceae_unclassified";"Opitutaceae_unclassified"
"Otu00306";"Bacteria";"Chlamydiae";"Chlamydiae";"Chlamydiales";"Parachlamydiaceae";"Candidatus_Protochlamydia";""
"Otu00307";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Oligoflexales";"Oligoflexales_unclassified";"";""
"Otu00308";"Bacteria";"Bacteroidetes";"Sphingobacteria";"Sphingobacteriales";"Sphingobacteriales_unclassified";"Sphingobacteriales_unclassified";"Sphingobacteriales_unclassified"
"Otu00309";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"alfII";"alfII_unclassified";""
"Otu00310";"Bacteria";"Acidobacteria";"Acidobacteria";"Subgroup_3";"Unknown_Family";"Bryobacter";""
"Otu00311";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu00312";"Bacteria";"Verrucomicrobia";"Opitutae";"Opitutales";"Opitutaceae";"Opitutaceae_unclassified";"Opitutaceae_unclassified"
"Otu00313";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu00314";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu00315";"Bacteria";"Proteobacteria";"Proteobacteria_unclassified";"Proteobacteria_unclassified";"Proteobacteria_unclassified";"";""
"Otu00316";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacteriales";"gamII";"gamII-A";"gamII-A_unclassified"
"Otu00317";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"LiUU-3-334";"LiUU-3-334_unclassified";"LiUU-3-334_unclassified";"LiUU-3-334_unclassified"
"Otu00318";"Bacteria";"Saccharibacteria";"Saccharibacteria_unclassified";"Saccharibacteria_unclassified";"Saccharibacteria_unclassified";"";""
"Otu00319";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu00320";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu00321";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiales_unclassified";"Rhizobiales_unclassified_unclassified";""
"Otu00322";"Bacteria";"Planctomycetes";"Planctomycetacia";"Planctomycetales";"Planctomycetaceae";"Planctomyces";""
"Otu00323";"Bacteria";"Planctomycetes";"Planctomycetacia";"Planctomycetales";"Planctomycetaceae";"Gemmata";""
"Otu00324";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu00325";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Myxococcales";"Myxococcales_unclassified";"";""
"Otu00326";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu00327";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Thermoactinomycetaceae";"";""
"Otu00328";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Lactobacillus";""
"Otu00329";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu00330";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu00331";"Bacteria";"Candidate_division_OP3";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"Candidate_division_OP3_unclassified";"";""
"Otu00332";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Myxococcales";"Myxococcales_unclassified";"";""
"Otu00333";"Bacteria";"Bacteroidetes";"Sphingobacteria";"Sphingobacteriales";"bacI";"bacI-A";"bacI-A3"
"Otu00334";"Bacteria";"Actinobacteria";"Actinobacteria_unclassified";"Actinobacteria_unclassified";"Actinobacteria_unclassified";"";""
"Otu00335";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu00336";"Bacteria";"Planctomycetes";"Planctomycetacia";"Planctomycetales";"Planctomycetaceae";"";""
"Otu00337";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu00338";"Bacteria";"Cyanobacteria";"Cyanobacteria";"SubsectionIII";"FamilyI";"Limnothrix";""
"Otu00339";"Bacteria";"Bacteroidetes";"Sphingobacteria";"Sphingobacteriales";"bacVI";"bacVI-B";"Pedo"
"Otu00340";"Bacteria";"Chloroflexi";"Ktedonobacteria";"Ktedonobacteria_unclassified";"Ktedonobacteria_unclassified";"";""
"Otu00341";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillaceae";"";""
"Otu00342";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu00343";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu00344";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"alfI";"alfI-B";"alfI-B1"
"Otu00345";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Clostridiaceae_1";"";""
"Otu00346";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"betI-A_unclassified"
"Otu00347";"Bacteria";"Acidobacteria";"Acidobacteria";"Subgroup_4";"RB41";"";""
"Otu00348";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";""
"Otu00349";"Bacteria";"Bacteroidetes";"Sphingobacteria";"Sphingobacteriales";"Sphingobacteriales_unclassified";"Sphingobacteriales_unclassified";"Sphingobacteriales_unclassified"
"Otu00350";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"Rickettsiales_Incertae_Sedis";"";""
"Otu00351";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Methylococcales";"Methylococcaceae";"Methylococcaceae_unclassified";"Methylococcaceae_unclassified"
"Otu00352";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Methylococcales";"Methylococcaceae";"Methylococcaceae_unclassified";"Methylococcaceae_unclassified"
"Otu00353";"Bacteria";"Saccharibacteria";"Saccharibacteria_unclassified";"Saccharibacteria_unclassified";"Saccharibacteria_unclassified";"";""
"Otu00354";"Bacteria";"Chlamydiae";"Chlamydiae";"Chlamydiales";"Parachlamydiaceae";"Candidatus_Protochlamydia";""
"Otu00355";"Bacteria";"Acidobacteria";"Acidobacteria";"Acidobacteriales";"Acidobacteriaceae_";"Candidatus_Koribacter";""
"Otu00356";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"alfII";"alfII-A";"Brev"
"Otu00357";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
"Otu00358";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu00359";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Coxiellaceae";"Aquicella";""
"Otu00360";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Gammaproteobacteria_unclassified";"Gammaproteobacteria_unclassified";"";""
"Otu00361";"Bacteria";"Cyanobacteria";"Melainabacteria";"Obscuribacterales";"Obscuribacterales_unclassified";"";""
"Otu00362";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Alphaproteobacteria_unclassified";"Alphaproteobacteria_unclassified";"";""
"Otu00363";"Bacteria";"Cyanobacteria";"Chloroplast";"Chloroplast_unclassified";"Chloroplast_unclassified";"";""
"Otu00364";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu00365";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Myxococcales";"Polyangiaceae";"";""
"Otu00366";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVII";"alfVII_unclassified";"alfVII_unclassified";"alfVII_unclassified"
"Otu00367";"Bacteria";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"Bacteria_unclassified";"";""
"Otu00368";"Bacteria";"Chloroflexi";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"Chloroflexi_unclassified";"";""
